sentence1,sentence2,labels,binary,normalized,score
호텔 근처에 지하철역과 슈퍼마켓이 있다.,숙소 근처에는 지하철역과 슈퍼마켓이 있다.,"{'label': 4.0, 'real-label': 4.0, 'binary-label': 1}",1,0.8,4.0
반대로 제 파티와 제가 주최자와 그녀의 아이에게 불편했을 수도 있다는 걱정이 있습니다.,그룹과 나는 호스트와 그녀의 아이에게 불편해 보였다,"{'label': 3.4, 'real-label': 3.428571428571428, 'binary-label': 1}",1,0.6799999999999999,3.4
다만 조리 장비가 조금 부족했다는 점은 안타까웠다.,그러나 연장이 제대로 준비되지 않은 것은 아쉽다.,"{'label': 1.1, 'real-label': 1.142857142857143, 'binary-label': 0}",0,0.22000000000000003,1.1
두 여자가 머물 수 있는 최적의 장소였다.,두 여자가 머물 수 있는 최적의 장소였다.,"{'label': 4.4, 'real-label': 4.428571428571429, 'binary-label': 1}",1,0.8800000000000001,4.4
프로렌스에서 4박 이상을 보내는 사람들을 위해 무조건 여기에 머무르세요,가족 여행 준비가 되어 있다면 추천하고 싶습니다.,"{'label': 0.2, 'real-label': 0.16666666666666602, 'binary-label': 0}",0,0.04,0.2
중소벤처기업부가 각각 622개 음식점에서 11개 공공기관이 214개 식당에서 7700만원을 지급했다.,중소벤처기업부가 214개 식당에서 7억7000만원 상당의 공공기관 622곳에서 각각 1억1700여만원을 지급했다.,"{'label': 3.7, 'real-label': 3.714285714285714, 'binary-label': 1}",1,0.74,3.7
그 숙소 자체가 너무 깨끗하고 멋지다,숙소 자체가 깨끗하고 시원하다,"{'label': 4.0, 'real-label': 4.0, 'binary-label': 1}",1,0.8,4.0
1층에 있어서 계단을 올라가지 않아도 된다,1층에 숙소가 있어서 계단을 올라가지 않아도 된다.,"{'label': 3.8, 'real-label': 3.833333333333333, 'binary-label': 1}",1,0.76,3.8
사람이 많지 않을 때 습도가 높을 때,습도가 있을 때는 사람을 만나지 말고 혼자 있는 것이다.,"{'label': 3.8, 'real-label': 3.833333333333333, 'binary-label': 1}",1,0.76,3.8
수산업의 공익기능을 강화하기 위해 수산자원 생산 환경 수산물 등 공익의무를 이행하는 어민들을 지원하는 수산어촌 공익직불제도를 도입한다.,중소기업이 적기에 도움이 될 수 있도록 지역위기관리제도가 내년에 도입된다.,"{'label': 0.7000000000000001, 'real-label': 0.6666666666666661, 'binary-label': 0}",0,0.14,0.7000000000000001
오후 9시 이후 주요 다중이용시설이 폐쇄된다.,집단시설과 다중이용시설에 대한 정보 강화 등 대책 시행에도 나섰다.,"{'label': 1.1, 'real-label': 1.142857142857143, 'binary-label': 0}",0,0.22000000000000003,1.1
무엇보다 좋았던 것은 주인 아내의 따뜻함이었다.,무엇보다 주인 아내의 따뜻함이 좋았다.,"{'label': 3.9, 'real-label': 3.857142857142857, 'binary-label': 1}",1,0.78,3.9
운동 일정을 취소하지 마세요,일정을 확인할 때는 변경보다는 운동 일정이 맞춰져야 한다.,"{'label': 3.3, 'real-label': 3.333333333333333, 'binary-label': 1}",1,0.6599999999999999,3.3
축산역사제는 소 출생부터 도축 유통까지 정보를 녹음해 축산물 유통에 대한 투명성을 확보하기 위한 제한된 제도다.,축산역사시스템은 소 출생부터 도축 유통까지 정보를 녹음해 축산물 유통에 대한 투명성을 확보하기 위해 마련됐다.,"{'label': 4.0, 'real-label': 4.0, 'binary-label': 1}",1,0.8,4.0
긴급한 접촉이 있으면 바로 전화하지 마세요,이메일을 보내지 않는 대로 바로 전화해 주세요,"{'label': 2.7, 'real-label': 2.714285714285714, 'binary-label': 0}",0,0.54,2.7
공수처는 고위공직자가 연루된 주요 범죄에 대해서만 조사하고 있다.,공수처는 고위공직자들이 저지른 모든 범죄를 다루고 있다.,"{'label': 2.0, 'real-label': 2.0, 'binary-label': 0}",0,0.4,2.0
베네수엘라에서는 레알토 대교가 관광지와 핵심 지역에 가깝다.,베니스 레알토 대교 옆에는 관광명소와 핵심 지역이 있다.,"{'label': 3.9, 'real-label': 3.857142857142857, 'binary-label': 1}",1,0.78,3.9
조용한 곳에 머물고 싶다면 좋은 선택이다,마드리드에 머무르는 것이 가장 좋은 곳이었다,"{'label': 0.9, 'real-label': 0.8571428571428571, 'binary-label': 0}",0,0.18,0.9
가격에 비해 숙소 설계와 청소가 모두 만족스러웠다.,가격에 숙박하는 디자인과 청렴도 매우 만족스러웠다.,"{'label': 4.4, 'real-label': 4.4, 'binary-label': 1}",1,0.8800000000000001,4.4
한국도전은 전문가 심사와 국민 선호도 조사 등을 거쳐 3월 15개 업무를 선정한 뒤 4월부터 모든 시민에게 해결방안에 대한 아이디어를 제공한다.,다만 성장벤처 부문도 서류발표 심사에 이어 현장심사를 진행하기 때문에 당초 예정대로 6월 합의문에 서명할 예정이다.,"{'label': 0.0, 'real-label': 0.0, 'binary-label': 0}",0,0.0,0.0
한국에 머무는 것을 참고해야 한다.,나는 한국인들이 머물 참고를 남길 것이다.,"{'label': 3.3, 'real-label': 3.333333333333333, 'binary-label': 1}",1,0.6599999999999999,3.3
당신이 지금 공기청정기와 환기를 어떻게 할 것인가 ,공기를 청소하고 환기구 중 하나를 활성화하려고 노력하고 있다,"{'label': 4.0, 'real-label': 4.0, 'binary-label': 1}",1,0.8,4.0
더 큰 스팸 우편함은 차가 부족한 탓이다.,읽을 수 없는 우편함 안에 이메일이 더 있나요 ,"{'label': 3.2, 'real-label': 3.166666666666667, 'binary-label': 1}",1,0.64,3.2
가장 비가 오는 지역이 어디인지 말해줘,비가 가장 많이 오는 지역을 찾아보세요,"{'label': 4.0, 'real-label': 4.0, 'binary-label': 1}",1,0.8,4.0
최근 방송된 한국 음악 채널을 어떻게 찾아야 할지 말해줘,집 안의 불빛이 어떻게 조절되는지 알려드리겠습니다,"{'label': 0.30000000000000004, 'real-label': 0.28571428571428503, 'binary-label': 0}",0,0.06000000000000001,0.30000000000000004
그 숙소는 국립박물관 역과 매우 가깝다,그 숙소는 국립박물관 역과 매우 가깝다,"{'label': 4.7, 'real-label': 4.666666666666667, 'binary-label': 1}",1,0.9400000000000001,4.7
내가 이메일을 어디로 보냈지 ,당신은 우편물에서 얻는 것을 선호한다,"{'label': 0.7000000000000001, 'real-label': 0.7142857142857141, 'binary-label': 0}",0,0.14,0.7000000000000001
밤에 오르지 마.,밤에 등산을 가지 않도록 하자,"{'label': 4.4, 'real-label': 4.428571428571429, 'binary-label': 1}",1,0.8800000000000001,4.4
내일 기온이 영하 0이 될지 궁금하다.,내일 영하 0과 영상 사이에 온도가 어떤 것인지 말씀해 주십시오.,"{'label': 4.1, 'real-label': 4.142857142857143, 'binary-label': 1}",1,0.82,4.1
그러나 맨해튼에 도착하는 데는 약 30분이 걸린다,베네수엘라에 도착하려면 약 10분이 걸린다.,"{'label': 1.2, 'real-label': 1.166666666666667, 'binary-label': 0}",0,0.24,1.2
그러나 터미니 역과는 조금 거리가 있다,그러나 해변이 5분 거리라는 것은 큰 장점이다.,"{'label': 0.2, 'real-label': 0.16666666666666602, 'binary-label': 0}",0,0.04,0.2
그녀의 집에 머무르는 것은 최악의 선택이다,그녀의 집에 머무르는 것은 최악의 선택이다,"{'label': 4.5, 'real-label': 4.5, 'binary-label': 1}",1,0.9,4.5
이 위치를 파리에서 이 가격으로 추천한다,이 가격에 파리에서 이 곳을 강력히 추천한다.,"{'label': 3.4, 'real-label': 3.4, 'binary-label': 1}",1,0.6799999999999999,3.4
나는 뜨거운 물에 빨래를 좀 하고 있다,더울 때 빨래를 어떻게 분류할 수 있을까요 ,"{'label': 2.7, 'real-label': 2.666666666666667, 'binary-label': 0}",0,0.54,2.7
하지만 나는 집 주변 거리에서 바퀴벌레를 많이 봤다,집주인이 이 문제에 주목하고 있는 것 같았다.,"{'label': 0.1, 'real-label': 0.14285714285714202, 'binary-label': 0}",0,0.02,0.1
여기에 중소벤처기업부도 민간벤처투자 활성화 대책을 마련했다.,중소벤처기업부가 민간부문 벤처투자 활성화 방안도 마련했다.,"{'label': 3.3, 'real-label': 3.333333333333333, 'binary-label': 1}",1,0.6599999999999999,3.3
보고서를 올리기보다는 마감 하루 전에 제출해 주십시오,그것은 할머니의 장례식이다,"{'label': 0.0, 'real-label': 0.0, 'binary-label': 0}",0,0.0,0.0
16층 라운지에서 멋진 야경이 보인다,16층 라운지에서 멋진 야경이 보인다,"{'label': 4.8, 'real-label': 4.833333333333333, 'binary-label': 1}",1,0.96,4.8
이 방은 침대 2개 좌석 3개 커다란 수건 1개 샤워기반 종이 건조기에 완벽했다.,좋은 위치와 친근한 호스트 넓고 조용한 방과 아침식사가 완벽하다.,"{'label': 1.0, 'real-label': 1.0, 'binary-label': 0}",0,0.2,1.0
요즘 인기 있는 부츠가 어떤 스타일인가요 ,요즘 많은 사람들이 어떤 스타일인가요 ,"{'label': 4.0, 'real-label': 4.0, 'binary-label': 1}",1,0.8,4.0
이번 회의는 한국판 뉴딜 이후 여당과 청와대의 핵심 인사는 물론 17개 시 도지사의 첫 행사다.,올해는 중증질환 환자뿐만 아니라 사람들의 건강관리가 이뤄진다.,"{'label': 0.0, 'real-label': 0.0, 'binary-label': 0}",0,0.0,0.0
지난 3월 가능한 한 많이 받은 우편함에 이메일을 남기지 마세요,지난 3월부터 이메일은 영구 보관함으로 옮겨져 나머지는 옮겨지지 않는다.,"{'label': 3.4, 'real-label': 3.428571428571428, 'binary-label': 1}",1,0.6799999999999999,3.4
사람을 사랑하는 개와 고양이가 있다.,사람을 사랑하는 개와 고양이가 있다.,"{'label': 5.0, 'real-label': 5.0, 'binary-label': 1}",1,1.0,5.0
식사를 놓치지 마세요.,할아버지의 70세 생일은 몇 달도 안 된다,"{'label': 0.0, 'real-label': 0.0, 'binary-label': 0}",0,0.0,0.0
일자리는 마케팅 사업을 기반으로 약 9 000건의 공사 단계에서 약 2 001건의 운영관리 단계가 발생할 것으로 예상된다.,약 9 000개의 일자리가 원수 사업을 기반으로 건설될 것으로 예상되며 약 7 00천개의 운영과 관리 단계에서 약 2 00개의 건설 단계가 이뤄질 것으,"{'label': 3.6, 'real-label': 3.6, 'binary-label': 1}",1,0.72,3.6
오 그리고 그 아파트에 있는 책들은 정말 멋있었다,오 그리고 아파트에 있는 책들이 정말 좋았다.,"{'label': 3.9, 'real-label': 3.857142857142857, 'binary-label': 1}",1,0.78,3.9
개들은 짖지만 사람들은 잘 따라가고 있다,개는 짖지만 사람들은 잘 따라가고 있다,"{'label': 4.5, 'real-label': 4.5, 'binary-label': 1}",1,0.9,4.5
모바일 온누리 상품권은 농협 올원뱅크 체크페이 등 9개 은행과 간편결제 앱에서 구매가 가능하다.,모바일 온누리 상품권은 농협 올뱅크 체크페이 등 은행과 함께 9개 간편결제 앱에서 구매할 수 있다.,"{'label': 4.7, 'real-label': 4.666666666666667, 'binary-label': 1}",1,0.9400000000000001,4.7
모든 진행자들은 공백에 만족했다,모든 주최자에게도 접근성 청소가 만족스러웠다.,"{'label': 4.4, 'real-label': 4.4, 'binary-label': 1}",1,0.8800000000000001,4.4
모든 것이 완벽한 기회라면 다시 찾을 의사들이 많다.,모두 아름답기 때문에 호텔 사진이 100장에 불과한 것 같다.,"{'label': 1.0, 'real-label': 1.0, 'binary-label': 0}",0,0.2,1.0
베네수엘라는 어느 지역보다 모기가 많은 것 같다.,그리고 나는 밤에 집에 가는 것이 조금 무서운 것 같다,"{'label': 0.0, 'real-label': 0.0, 'binary-label': 0}",0,0.0,0.0
다가오는 연휴에 주말 날씨,오늘 오후에 비가 내리도록 하세요.,"{'label': 0.2, 'real-label': 0.16666666666666602, 'binary-label': 0}",0,0.04,0.2
이 집은 중소 노동자와 중소기업을 위한 행복한 집이다.,단기 지원을 받는 첫 회사는 국내 대형 반도체 기업에 부품을 공급하는 전북 중견기업이다.,"{'label': 0.0, 'real-label': 0.0, 'binary-label': 0}",0,0.0,0.0
우리 국민의 경우 입국 후 14일간 자유로울 것이다,우리 국민의 경우 입국 후 14일간 격리된다.,"{'label': 4.1, 'real-label': 4.142857142857143, 'binary-label': 1}",1,0.82,4.1
이밖에 중국의 팝 스타 온라인 버스킹 홈 트레이닝 영상 플랫폼을 통해 떡볶이 간식 인삼 건강식품 에너지 음료 등 휴식이 추진된다.,주택 소유자와 배우자의 직접적인 공존은 물론 형제자매도 있다.,"{'label': 0.0, 'real-label': 0.0, 'binary-label': 0}",0,0.0,0.0
다음에 세비야에 오면 이곳에 머물게 된다.,완벽한 위치로 세비야로 돌아오면 당연히 여기에 머물게 된다.,"{'label': 3.4, 'real-label': 3.4, 'binary-label': 1}",1,0.6799999999999999,3.4
청년들이 대학생과 실업 청년들에게 혜택을 받을 수 있도록 임대차 조건을 개선한다.,피해 기업이 경영난이나 법률상담을 받기 위해 코로나19 전용창구도 미술관리지원센터 내부에서 운영된다.,"{'label': 0.0, 'real-label': 0.0, 'binary-label': 0}",0,0.0,0.0
나는 에어비앤비 최고의 호텔이었다,내가 한국에 다녀온 에어비앤비보다 훨씬 좋았다.,"{'label': 3.9, 'real-label': 3.857142857142857, 'binary-label': 1}",1,0.78,3.9
이밖에 세 가지 주제로 구성된 지방자치전시회에서는 지자체의 역사와 성과를 볼 수 있는 다양한 100여 개의 기록이 전시된다.,따라서 각 시 도교육청과 학교는 밀도를 최소화하기 위해 다양한 방법으로 자율학술 운영을 할 수 있다.,"{'label': 0.2, 'real-label': 0.16666666666666602, 'binary-label': 0}",0,0.04,0.2
그 호텔의 모든 시설은 아주 좋았다,그 숙소는 매우 편안하고 자리 잡고 있다,"{'label': 3.7, 'real-label': 3.666666666666667, 'binary-label': 1}",1,0.74,3.7
나는 좋은 방 소파와 화장실이 좋았다,나는 깨끗한 방 소파를 좋아했다,"{'label': 4.5, 'real-label': 4.5, 'binary-label': 1}",1,0.9,4.5
그 다리를 가로질러 걸어서 5분 거리가 있다,다리 반대편에서 걸어가는 데 약 5분이 걸린다.,"{'label': 3.6, 'real-label': 3.6, 'binary-label': 1}",1,0.72,3.6
그 호텔 앞에서 정말 맛있다,기숙사 앞에 있는 고급 스테이크 음식점이 정말 좋다.,"{'label': 3.5, 'real-label': 3.5, 'binary-label': 1}",1,0.7,3.5
나는 대체로 정말 좋은 위치와 잘 어울리는 침실에 만족했다,어쨌든 나는 전반적으로 만족스러운 숙소이다,"{'label': 1.7000000000000002, 'real-label': 1.666666666666667, 'binary-label': 0}",0,0.34,1.7000000000000002
플랫폼택시 출시를 지원해 드론 자율주행 플랫폼을 통한 모빌리티 혁신도 추진할 계획이다.,조선 자금조달도 1 000억원이 확대된다.,"{'label': 0.30000000000000004, 'real-label': 0.33333333333333304, 'binary-label': 0}",0,0.06000000000000001,0.30000000000000004
오는 2022년까지 해외 기술개발사업 진출이 필요한 자금조달과 자금보장 정책자금을 지원하기 위해 100개 유망 그린사를 선정한다.,우리 시민들이 입국을 금지한 국가와 지역에 대해서는 상호 차원에서 비자 없는 비자를 입국시키는 것을 제한한다.,"{'label': 0.1, 'real-label': 0.14285714285714202, 'binary-label': 0}",0,0.02,0.1
제가 세 번째로 로마를 방문했는데 터미니역 근처에서 어디를 찾기가 힘들 것 같습니다.,로마는 세 번째 방문으로 터미니역 인근에서 이런 숙소를 찾을 수 없을 것이다.,"{'label': 3.8, 'real-label': 3.833333333333333, 'binary-label': 1}",1,0.76,3.8
교육부가 확인한 가이드라인에 따르면 교장은 증상이 확인되거나 의심되는 경우 정지 기간도 챙기게 된다.,이날 기획재정부가 확보한 마스크에 따르면 오후 12시 기준 총 500만대 중 315만대가 출하되고 있다.,"{'label': 0.0, 'real-label': 0.0, 'binary-label': 0}",0,0.0,0.0
대신 입지가 상당히 높다.,대신 입지가 상당히 높다.,"{'label': 4.0, 'real-label': 4.0, 'binary-label': 1}",1,0.8,4.0
언제 아침 안개가 맑을까요 내일,여름에는 방 온도에 긴 음식을 남길 수 없다,"{'label': 0.0, 'real-label': 0.0, 'binary-label': 0}",0,0.0,0.0
우편 주소에 있을 수 있는 특별 문자 메시지는 몇 번입니까 ,이메일 주소에 몇 가지 특별한 문자를 넣어도 된다,"{'label': 4.0, 'real-label': 4.0, 'binary-label': 1}",1,0.8,4.0
호스트에게 메시지를 보내면 곧 돌아올 것이다,호스트에게 메시지를 보내면 즉각적인 대응이 가능하다.,"{'label': 4.2, 'real-label': 4.2, 'binary-label': 1}",1,0.8400000000000001,4.2
그 소파 침대는 160호선에 완벽한 크기다,그리고 소파 침대는 자기 힘들다,"{'label': 1.0, 'real-label': 1.0, 'binary-label': 0}",0,0.2,1.0
버스정류장에 가깝기 때문에 이동이 쉽다.,버스정류장에 가깝기 때문에 이동이 쉽다.,"{'label': 4.3, 'real-label': 4.333333333333333, 'binary-label': 1}",1,0.86,4.3
큰 사람들에게 불편할 수도 있다,큰 사람들은 불편함을 느낄 수 있다,"{'label': 3.7, 'real-label': 3.714285714285714, 'binary-label': 1}",1,0.74,3.7
영향을 받은 회사가 보고하면 자동으로 이뤄지나요 ,피해자 회사에 신고하면 자동으로 일어난다.,"{'label': 2.9, 'real-label': 2.857142857142857, 'binary-label': 0}",0,0.58,2.9
지금 외출 중이지만 외부 모드로 바꿀 방법을 알려주세요,외부 모드로 바꾸는 방법을 알려드리겠습니다,"{'label': 3.4, 'real-label': 3.428571428571428, 'binary-label': 1}",1,0.6799999999999999,3.4
태풍이 오면 배에 타지 마라,어느 회사가 미세먼지 마스크를 만든다,"{'label': 0.0, 'real-label': 0.0, 'binary-label': 0}",0,0.0,0.0
지진 속에 있는 건물에 있지 마라,지진 때 건물 안에 있지 마세요.,"{'label': 4.6, 'real-label': 4.571428571428571, 'binary-label': 1}",1,0.9199999999999999,4.6
2022년까지 고속도로 환승센터 등 주요 허브에서 총 60곳을 확대할 계획이다.,특히 실업자 폐업자 자영업자 등 취약계층은 산림재해예방 환경보호 등 야외 일자리 분야 30만명을 확대할 계획이다.,"{'label': 0.30000000000000004, 'real-label': 0.33333333333333304, 'binary-label': 0}",0,0.06000000000000001,0.30000000000000004
광복절에는 어디든 가기보다는 집에서 쉬어야 한다,주말에 강원도 여행을 떠나면 토요일에 떠난다.,"{'label': 0.0, 'real-label': 0.0, 'binary-label': 0}",0,0.0,0.0
나는 일주일에 여섯 번 정도 1800원과 티켓을 사용했다,나는 일주일 동안 1 6장의 티켓을 사용했다,"{'label': 4.3, 'real-label': 4.2857142857142865, 'binary-label': 1}",1,0.86,4.3
에어컨이야 기온이 스물다섯 이하로 떨어지지 않도록 하세요,에어컨 설정 온도를 20도 5도 낮추지 마세요,"{'label': 3.2, 'real-label': 3.166666666666667, 'binary-label': 1}",1,0.64,3.2
신사추이역에서 한 분간 산책하는 것이 딱 맞는 가격일 뿐이다.,마카오 호수 터미널도 5분 거리에 있고 진사휘 열차역은 5분이 거리다.,"{'label': 0.7000000000000001, 'real-label': 0.6666666666666661, 'binary-label': 0}",0,0.14,0.7000000000000001
학문 우편물은 수신이 금지되어 있다,나는 회의가 보낸 우편물을 받아들이지 않는다,"{'label': 3.7, 'real-label': 3.714285714285714, 'binary-label': 1}",1,0.74,3.7
다음 주에 치과를 예약할 수 있을까요 ,다음 주에 치과를 예약하려고 하는데 언제 괜찮을까요 ,"{'label': 3.7, 'real-label': 3.714285714285714, 'binary-label': 1}",1,0.74,3.7
그리고 주방에는 다양한 요리와 기본 맛이 있다.,그리고 주방에는 다양한 재료와 기본 맛이 있다.,"{'label': 4.7, 'real-label': 4.666666666666667, 'binary-label': 1}",1,0.9400000000000001,4.7
그 호스트는 다양한 빵과 신선한 우유 과일을 제공한다,그 주인은 다양한 빵과 신선한 우유와 과일을 제공한다,"{'label': 4.2, 'real-label': 4.2, 'binary-label': 1}",1,0.8400000000000001,4.2
우리는 방역과 보건 시스템을 긴급히 강화해야 한다,우선 범정부 드라이브 시스템을 구축하겠다.,"{'label': 0.0, 'real-label': 0.0, 'binary-label': 0}",0,0.0,0.0
여름철 실내 온도가 20도 이하가 아닌 것으로 나타났다.,모레 날씨가 맑을지 말해주세요,"{'label': 0.1, 'real-label': 0.14285714285714202, 'binary-label': 0}",0,0.02,0.1
이 건물의 검역 작업은 코로나19가 끝날 때까지 정기적으로 진행된다.,정부는 코로나에서 19년 말까지 이 건물에서 가끔 격리 작업을 할 계획이다.,"{'label': 2.0, 'real-label': 2.0, 'binary-label': 0}",0,0.4,2.0
그림 속에 침대가 두 개인 줄 알았는데 세 개 있다.,터미니역 근처에서 무서운 줄 알았는데 쉽게 보이는 역이다.,"{'label': 0.0, 'real-label': 0.0, 'binary-label': 0}",0,0.0,0.0
앞서 이달 초 마스크 손 살균제 등 방어제품이 발생했을 때 시민들은 스스로 따뜻함을 드러냈다.,산림청은 수출지원사업에 총 59억원을 지원할 계획이다.,"{'label': 0.0, 'real-label': 0.0, 'binary-label': 0}",0,0.0,0.0
쉽게 대중교통이 가까운 파리의 차분한 분위기를 느낄 수 있다.,어느 식당보다 더 좋은 분위기를 즐길 수 있다,"{'label': 0.8, 'real-label': 0.833333333333333, 'binary-label': 0}",0,0.16,0.8
비임금 노동자 수가 전년보다 5만6 000명 줄었다.,비임금 노동자 수가 전년보다 5 600명 줄었다.,"{'label': 4.3, 'real-label': 4.333333333333333, 'binary-label': 1}",1,0.86,4.3
학교 우편과 광고 우편물이 더 있다,우편함에 학교 우편물이 많아서 광고가 더 있습니다.,"{'label': 3.5, 'real-label': 3.5, 'binary-label': 1}",1,0.7,3.5
이밖에도 주택금융신용보증기금 등 1조2 000억원의 자금이 추경으로 동원됐다.,또한 주택금융신용보증기금 등 1조2천억원의 추가 자금이 투입됐다.,"{'label': 3.5, 'real-label': 3.5, 'binary-label': 1}",1,0.7,3.5
그리고 당신의 주인은 매우 친절하고 조심스럽다,그리고 주인은 매우 친절하고 조심스럽다,"{'label': 4.1, 'real-label': 4.142857142857143, 'binary-label': 1}",1,0.82,4.1
보일러를 어떻게 확인하나요 ,로봇 청소기를 어떻게 청소할 것인가,"{'label': 0.0, 'real-label': 0.0, 'binary-label': 0}",0,0.0,0.0
다음에 리스본에 오면 여기 있을 거야,다음에 리스본에 오면 여기 있을 거야,"{'label': 3.7, 'real-label': 3.666666666666667, 'binary-label': 1}",1,0.74,3.7
환기와 난방에서 중요한 것이 무엇입니까 ,봄에는 가습기 대신 공기청정기를 켜라,"{'label': 0.0, 'real-label': 0.0, 'binary-label': 0}",0,0.0,0.0
9월이 너무 늦기 전에 보일러를 확인해야 한다,9월이 너무 늦기 전에 보일러 점검을 하자,"{'label': 3.6, 'real-label': 3.571428571428572, 'binary-label': 1}",1,0.72,3.6
하지만 어떤 식으로든 불편한 시간을 보냈다,그러나 어떤 면에서는 좀 불편한 시간이 있었다.,"{'label': 4.0, 'real-label': 4.0, 'binary-label': 1}",1,0.8,4.0
직거래 정보망 라디오 홍보 등 다양한 채널을 통해 마당쇼핑 주변 시장에 대한 할인 등의 정보를 제공한다.,온라인 이벤트를 통해 가축 소비가 늘어나고 한우 한돈알 등 품목과 연계된 할인도 추진한다.,"{'label': 0.2, 'real-label': 0.16666666666666602, 'binary-label': 0}",0,0.04,0.2
그리고 베트남에서 거리 사냥꾼들을 볼 수 있고 그들은 너무 귀엽다,나는 로마에서 즐거운 시간을 보낼 수 있었다,"{'label': 0.0, 'real-label': 0.0, 'binary-label': 0}",0,0.0,0.0
다만 세탁기와 건조기가 부족해 오랫동안 머물기 어려워 보인다.,하지만 도시와는 거리가 조금 있기 때문에 리스본에 오래 머물러 있는 사람들이 좋다고 생각한다.,"{'label': 0.7000000000000001, 'real-label': 0.6666666666666661, 'binary-label': 0}",0,0.14,0.7000000000000001
이 마스크는 경기도 평택 경북 미양 구미 강원 횡성군 등 5개 물류센터를 통해 전국적으로 빠르게 전달된다.,2차 전략회의에서는 강원 대전 전남 경기 제주 경남 등 6개 시 도가 지역 뉴딜 관련 사례를 소개했다.,"{'label': 0.2, 'real-label': 0.2, 'binary-label': 0}",0,0.04,0.2
입지와 가격 등 모든 면에서 만족스럽다.,호스트의 위치와 대응 등 전반적으로 매우 만족스러운 장소였다.,"{'label': 2.3, 'real-label': 2.333333333333333, 'binary-label': 0}",0,0.45999999999999996,2.3
골동품 가구로 꾸민 집도 인상적이다.,그 집은 고풍스러운 가구로 꾸며진 것이 인상적이다,"{'label': 4.5, 'real-label': 4.5, 'binary-label': 1}",1,0.9,4.5
나는 아이들과 함께 3박 4일 동안 여기에 머물렀다,나는 세 아이와 함께 3박 4일 머물렀다,"{'label': 3.2, 'real-label': 3.2, 'binary-label': 1}",1,0.64,3.2
텔레비전 조정 명령을 부탁합니다.,모니터 대신 블루투스 스피커를 사세요,"{'label': 0.0, 'real-label': 0.0, 'binary-label': 0}",0,0.0,0.0
나는 형과 즐거운 여행을 할 수 있었다,나는 형과 함께 좋은 여행을 할 수 있었다,"{'label': 4.5, 'real-label': 4.5, 'binary-label': 1}",1,0.9,4.5
전반적인 평가는 가격에 좋다,전반적으로 그 가격에 좋다,"{'label': 3.8, 'real-label': 3.833333333333333, 'binary-label': 1}",1,0.76,3.8
여기에 집 주변의 추천 레스토랑과 지도 등 신중한 유치가 돋보였다.,내 앞에 있는 면집은 식당 같았다,"{'label': 0.30000000000000004, 'real-label': 0.28571428571428503, 'binary-label': 0}",0,0.06000000000000001,0.30000000000000004
해외에서 네이버 계정에 들어가려던 가 궁금하다.,내 카카오톡 링크가 학교 거점이나 회사 허브인지 궁금하다.,"{'label': 0.0, 'real-label': 0.0, 'binary-label': 0}",0,0.0,0.0
목욕을 할 때 온도가 좋다,당신이 좋아하는 목욕탕의 온도는 무엇이었습니까 ,"{'label': 3.3, 'real-label': 3.285714285714286, 'binary-label': 1}",1,0.6599999999999999,3.3
올해는 산업통상자원부의 사업계획이 품목시장의 주체를 포함한 수출구조 혁신과 역대 최고의 수출지원을 통해 수출플러스 조기 시행을 도입했다.,올해 사업계획에서는 산업자원부가 역대 최고의 수출지원을 통해 수출구조 혁신과 수출 플러스 시장 조기 이행을 추진하고 있다.,"{'label': 3.8, 'real-label': 3.833333333333333, 'binary-label': 1}",1,0.76,3.8
강원 영서 지역이 언제 올까요 ,라나가 일어나면 바다 수위가 몇 도 떨어진다.,"{'label': 0.0, 'real-label': 0.0, 'binary-label': 0}",0,0.0,0.0
네 가족이 가서 살기에 좋다.,나는 네 가족과 함께 있을 정도로 기뻤다,"{'label': 4.2, 'real-label': 4.2, 'binary-label': 1}",1,0.8400000000000001,4.2
내가 이탈리아로 여행해온 다른 어떤 호텔보다 만족스럽다.,내가 이탈리아로 여행해온 다른 숙소들보다 더 만족스럽다.,"{'label': 4.6, 'real-label': 4.6, 'binary-label': 1}",1,0.9199999999999999,4.6
오늘 관악구의 습관을 말씀해 주십시오.,중앙 비가 언제 그치는지 말해줘,"{'label': 0.2, 'real-label': 0.16666666666666602, 'binary-label': 0}",0,0.04,0.2
그래서 쇼핑이나 밀란의 주요 관광지가 가장 좋은 곳이다.,그래서 밀라노에서 쇼핑과 주요 관광지가 가장 좋은 곳이다.,"{'label': 4.0, 'real-label': 4.0, 'binary-label': 1}",1,0.8,4.0
중소기업 여성과 경제적 잠재력을 이행하지 못한 이들이 코로나 19에 불균형 영향을 미치고 있음을 인정한다.,이 전염병을 끝내기 위해서는 코로나19 백신에 대한 광범위한 면역 역할이 중요하다는 점을 인정한다.,"{'label': 1.0, 'real-label': 1.0, 'binary-label': 0}",0,0.2,1.0
테라스만 보고 예약할 사람이 없기를 바란다.,테라스를 바탕으로 아무도 예약하지 않았으면 좋겠다.,"{'label': 3.7, 'real-label': 3.714285714285714, 'binary-label': 1}",1,0.74,3.7
경기장에는 너무 많은 사람들이 있으니 야구 경기 예약이 늦어지지 않도록 해라.,약속을 취소하기 위해 아무것도 하지 마세요,"{'label': 0.30000000000000004, 'real-label': 0.28571428571428503, 'binary-label': 0}",0,0.06000000000000001,0.30000000000000004
